text,category,urgency,source
"Order ORD645176 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD666065.",Wrong_Product,Low,App
Screen cracked thi delivery ke time.,Damaged_Product,High,Call
Completely different product receive hua. Support ko contact kiya but koi update nahi.,Wrong_Product,Medium,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
Discount apply hua tha par final bill me reflect nahi hua. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD461683. App me tracking bhi galat show ho rahi hai.",Wrong_Product,High,Email
"Order ORD220904 ko 12 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,High,Call
"Tracking TRK8165002 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Email
Completely different product receive hua. Refund bhi abhi tak process nahi hua.,Wrong_Product,Low,Email
Amount debit hua lekin confirmation nahi aaya. App me tracking bhi galat show ho rahi hai.,Payment_Issue,High,Call
Invoice me extra charge add ho gaya. Order ORD559893.,Billing_Invoice,Medium,Call
Invoice me extra charge add ho gaya. Order ORD923603.,Billing_Invoice,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD953515.,Seller_Fraud,High,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD559433.,Customer_Service,High,App
Completely different product receive hua.,Wrong_Product,Medium,Call
"Order ORD297597 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD723285.",Wrong_Product,Medium,Email
App crash ho rahi hai payment ke time. Ref TRK8987510. App me tracking bhi galat show ho rahi hai.,App_Bug,Medium,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,Medium,Email
Return approve hua but pickup schedule nahi ho raha. Invoice INV819446. Refund bhi abhi tak process nahi hua.,Refund_Return,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
App crash ho rahi hai payment ke time. Ref TRK6967528. Refund bhi abhi tak process nahi hua.,App_Bug,High,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Refund bhi abhi tak process nahi hua.,Seller_Fraud,High,Call
Box kholte hi product broken nikla. Order ORD466163.,Damaged_Product,High,Website
"Order ORD660704 ko 10 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,High,Website
Discount apply hua tha par final bill me reflect nahi hua. Refund bhi abhi tak process nahi hua.,Billing_Invoice,Medium,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Email
Amount debit hua lekin confirmation nahi aaya. Seller bhi reply nahi kar raha.,Payment_Issue,High,Call
Invoice me extra charge add ho gaya. Order ORD470977.,Billing_Invoice,Medium,App
"Tracking TRK6458188 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,Email
Box kholte hi product broken nikla. Order ORD148722.,Damaged_Product,High,Email
"Order ORD927546 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,High,App
Invoice me extra charge add ho gaya. Order ORD190167.,Billing_Invoice,High,Website
App crash ho rahi hai payment ke time. Ref TRK5621998.,App_Bug,High,Email
3 baar complaint ki but koi proper response nahi mila. Seller bhi reply nahi kar raha.,Customer_Service,Low,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV321423.,Refund_Return,Medium,Website
3 baar complaint ki but koi proper response nahi mila. Support ko contact kiya but koi update nahi.,Customer_Service,High,App
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Call
Invoice me extra charge add ho gaya. Order ORD803797. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Call
"Tracking TRK9421521 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
Refund 10 din se pending hai.,Refund_Return,Medium,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD676209.",Wrong_Product,High,Call
Invoice me extra charge add ho gaya. Order ORD487650.,Billing_Invoice,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Email
Refund 10 din se pending hai. App me tracking bhi galat show ho rahi hai.,Refund_Return,High,Website
App crash ho rahi hai payment ke time. Ref TRK6651430.,App_Bug,High,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD377931.,Seller_Fraud,Low,Email
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Completely different product receive hua. Seller bhi reply nahi kar raha.,Wrong_Product,Medium,Call
Completely different product receive hua. Support ko contact kiya but koi update nahi.,Wrong_Product,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD426099.,Customer_Service,High,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD396133.,Seller_Fraud,Medium,Website
Screen cracked thi delivery ke time.,Damaged_Product,Low,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD703601.,Customer_Service,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Website
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,High,Website
App crash ho rahi hai payment ke time. Ref TRK9883500.,App_Bug,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Refund bhi abhi tak process nahi hua.,Seller_Fraud,Low,App
Completely different product receive hua.,Wrong_Product,Medium,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Call
Login karte hi something went wrong error aa raha hai. App me tracking bhi galat show ho rahi hai.,App_Bug,High,Website
Express delivery li thi fir bhi delay hua. Support ko contact kiya but koi update nahi.,Late_Delivery,Medium,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD785962.,Seller_Fraud,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD265171. Seller bhi reply nahi kar raha.,Customer_Service,Low,Website
Completely different product receive hua.,Wrong_Product,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD476941.",Wrong_Product,Medium,App
"Tracking TRK8152244 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
3 baar complaint ki but koi proper response nahi mila. Support ko contact kiya but koi update nahi.,Customer_Service,High,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD251631.",Wrong_Product,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN15786404. Seller bhi reply nahi kar raha.,Payment_Issue,Medium,App
"Tracking TRK9328535 update nahi ho raha, delivery date cross ho gayi. Seller bhi reply nahi kar raha.",Order_Not_Delivered,High,Call
App crash ho rahi hai payment ke time. Ref TRK9908278. Support ko contact kiya but koi update nahi.,App_Bug,High,App
Box kholte hi product broken nikla. Order ORD219234.,Damaged_Product,High,Call
"Tracking TRK4316573 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Website
"Order ORD457867 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Email
Completely different product receive hua.,Wrong_Product,Medium,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Support ko contact kiya but koi update nahi.,Seller_Fraud,High,Call
App crash ho rahi hai payment ke time. Ref TRK6502486. Support ko contact kiya but koi update nahi.,App_Bug,Medium,Email
Completely different product receive hua.,Wrong_Product,Medium,Email
Completely different product receive hua.,Wrong_Product,Medium,Email
Box kholte hi product broken nikla. Order ORD519203.,Damaged_Product,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
Box kholte hi product broken nikla. Order ORD747047.,Damaged_Product,High,App
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,Medium,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN68355026.,Payment_Issue,Medium,Call
"Order ORD181014 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,High,App
App crash ho rahi hai payment ke time. Ref TRK5951010. Seller bhi reply nahi kar raha.,App_Bug,Medium,Email
"Order ORD727066 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Website
App crash ho rahi hai payment ke time. Ref TRK7999383.,App_Bug,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD376544. Support ko contact kiya but koi update nahi.,Seller_Fraud,Medium,Call
Invoice me extra charge add ho gaya. Order ORD156961. Refund bhi abhi tak process nahi hua.,Billing_Invoice,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
"Tracking TRK3536024 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Low,App
Invoice me extra charge add ho gaya. Order ORD203424. Refund bhi abhi tak process nahi hua.,Billing_Invoice,High,Email
"Tracking TRK9401209 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV877070. Seller bhi reply nahi kar raha.,Refund_Return,Medium,Call
Completely different product receive hua.,Wrong_Product,High,Email
"Order ORD781080 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
App crash ho rahi hai payment ke time. Ref TRK2736923. Support ko contact kiya but koi update nahi.,App_Bug,Low,App
Invoice me extra charge add ho gaya. Order ORD356262.,Billing_Invoice,Medium,Email
"Order ORD697411 ko 7 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,Medium,App
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,High,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD976835.,Customer_Service,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD233095.,Seller_Fraud,Low,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD935289.,Seller_Fraud,High,Email
"Tracking TRK3496583 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Email
Completely different product receive hua.,Wrong_Product,High,Website
Invoice me extra charge add ho gaya. Order ORD334635.,Billing_Invoice,Medium,App
UPI payment deduct ho gaya par order place nahi hua. Txn TXN67476781.,Payment_Issue,Medium,Call
Box kholte hi product broken nikla. Order ORD216890. Refund bhi abhi tak process nahi hua.,Damaged_Product,Medium,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Promised date se 2 din late deliver hua. Seller bhi reply nahi kar raha.,Late_Delivery,Medium,Website
Invoice me extra charge add ho gaya. Order ORD883951.,Billing_Invoice,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD873588.,Customer_Service,Medium,Email
"Tracking TRK3569617 update nahi ho raha, delivery date cross ho gayi. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,High,App
Invoice me extra charge add ho gaya. Order ORD877005.,Billing_Invoice,High,Email
Promised date se 10 din late deliver hua.,Late_Delivery,Low,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD512879.",Wrong_Product,High,App
Discount apply hua tha par final bill me reflect nahi hua. Seller bhi reply nahi kar raha.,Billing_Invoice,High,Call
Invoice me extra charge add ho gaya. Order ORD463034.,Billing_Invoice,Low,Call
"Order ORD822538 ko 6 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD809082.,Seller_Fraud,High,Call
Completely different product receive hua.,Wrong_Product,Medium,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD794693.,Seller_Fraud,Medium,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN83470479.,Payment_Issue,Medium,Website
Invoice me extra charge add ho gaya. Order ORD612295.,Billing_Invoice,High,App
Invoice me extra charge add ho gaya. Order ORD233860. Seller bhi reply nahi kar raha.,Billing_Invoice,High,Website
"Order ORD598518 ko 12 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,High,Email
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Website
Promised date se 10 din late deliver hua.,Late_Delivery,Low,Call
"Tracking TRK2758701 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN40224643.,Payment_Issue,Low,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD640923.,Seller_Fraud,High,Website
"Tracking TRK6059943 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD565843.",Wrong_Product,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Website
Express delivery li thi fir bhi delay hua. Support ko contact kiya but koi update nahi.,Late_Delivery,Medium,Website
Completely different product receive hua.,Wrong_Product,Medium,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Email
"Order ORD326874 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
"Tracking TRK4907882 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
App crash ho rahi hai payment ke time. Ref TRK6576567.,App_Bug,Medium,App
Express delivery li thi fir bhi delay hua.,Late_Delivery,Low,App
Box kholte hi product broken nikla. Order ORD609236.,Damaged_Product,Medium,App
Refund 10 din se pending hai. Seller bhi reply nahi kar raha.,Refund_Return,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV665818.,Refund_Return,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN49516889. Refund bhi abhi tak process nahi hua.,Payment_Issue,High,Email
Refund 10 din se pending hai. Support ko contact kiya but koi update nahi.,Refund_Return,High,Call
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,Low,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD466073. Seller bhi reply nahi kar raha.,Customer_Service,Low,Email
Amount debit hua lekin confirmation nahi aaya. Refund bhi abhi tak process nahi hua.,Payment_Issue,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Email
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,Low,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Email
Box kholte hi product broken nikla. Order ORD631777.,Damaged_Product,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD560526. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Call
Amount debit hua lekin confirmation nahi aaya. Support ko contact kiya but koi update nahi.,Payment_Issue,Medium,Website
App crash ho rahi hai payment ke time. Ref TRK8693470. Refund bhi abhi tak process nahi hua.,App_Bug,Low,App
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,High,Email
"Order ORD294217 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
Screen cracked thi delivery ke time.,Damaged_Product,Low,Email
"Order ORD702336 ko 10 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
3 baar complaint ki but koi proper response nahi mila. App me tracking bhi galat show ho rahi hai.,Customer_Service,High,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,Low,App
App crash ho rahi hai payment ke time. Ref TRK3021509. Refund bhi abhi tak process nahi hua.,App_Bug,High,Website
"Tracking TRK9325145 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD127428.,Customer_Service,High,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,App
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,Low,App
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,Medium,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Email
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,Medium,Website
"Tracking TRK6728769 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD597866.,Seller_Fraud,Medium,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Call
Return approve hua but pickup schedule nahi ho raha. Invoice INV915653.,Refund_Return,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Invoice me extra charge add ho gaya. Order ORD601427.,Billing_Invoice,High,Call
"Tracking TRK2084304 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,App
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,App
3 baar complaint ki but koi proper response nahi mila. Seller bhi reply nahi kar raha.,Customer_Service,Medium,App
"Order ORD306230 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,Low,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD971578.,Customer_Service,High,App
"Tracking TRK6913267 update nahi ho raha, delivery date cross ho gayi. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,Low,App
3 baar complaint ki but koi proper response nahi mila. Support ko contact kiya but koi update nahi.,Customer_Service,Medium,App
Amount debit hua lekin confirmation nahi aaya. Refund bhi abhi tak process nahi hua.,Payment_Issue,Medium,Website
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,Medium,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,App
UPI payment deduct ho gaya par order place nahi hua. Txn TXN31257876. Refund bhi abhi tak process nahi hua.,Payment_Issue,High,Website
Invoice me extra charge add ho gaya. Order ORD391421.,Billing_Invoice,High,Call
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
Screen cracked thi delivery ke time. App me tracking bhi galat show ho rahi hai.,Damaged_Product,Low,App
"Order ORD564638 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,High,Website
Invoice me extra charge add ho gaya. Order ORD542848. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,High,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD710732.,Customer_Service,High,App
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
Box kholte hi product broken nikla. Order ORD796339. App me tracking bhi galat show ho rahi hai.,Damaged_Product,High,App
Box kholte hi product broken nikla. Order ORD107142.,Damaged_Product,High,Call
Box kholte hi product broken nikla. Order ORD187479.,Damaged_Product,High,App
Promised date se 8 din late deliver hua. App me tracking bhi galat show ho rahi hai.,Late_Delivery,High,Call
Return approve hua but pickup schedule nahi ho raha. Invoice INV996713. Seller bhi reply nahi kar raha.,Refund_Return,Medium,Call
"Order ORD924365 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,Medium,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Email
Screen cracked thi delivery ke time. Refund bhi abhi tak process nahi hua.,Damaged_Product,High,Email
Invoice me extra charge add ho gaya. Order ORD978069.,Billing_Invoice,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,App
Box kholte hi product broken nikla. Order ORD622864.,Damaged_Product,Medium,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Email
Return approve hua but pickup schedule nahi ho raha. Invoice INV520996.,Refund_Return,Low,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Website
Screen cracked thi delivery ke time.,Damaged_Product,Low,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD338373.,Customer_Service,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,Medium,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD566915.,Customer_Service,High,Call
Completely different product receive hua. Support ko contact kiya but koi update nahi.,Wrong_Product,Medium,Call
Invoice me extra charge add ho gaya. Order ORD816356.,Billing_Invoice,Medium,Email
"Tracking TRK1233244 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
"Tracking TRK5201372 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
"Tracking TRK9090286 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
App crash ho rahi hai payment ke time. Ref TRK3967496.,App_Bug,High,Website
"Order ORD216124 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,High,Email
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,App
Screen cracked thi delivery ke time.,Damaged_Product,Low,Email
Promised date se 8 din late deliver hua.,Late_Delivery,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,Website
Box kholte hi product broken nikla. Order ORD493967.,Damaged_Product,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
Completely different product receive hua.,Wrong_Product,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD993019.",Wrong_Product,High,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Website
Invoice me extra charge add ho gaya. Order ORD398454.,Billing_Invoice,Low,Website
"Tracking TRK3122120 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
Refund 10 din se pending hai.,Refund_Return,Medium,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD608260.",Wrong_Product,Medium,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Email
"Tracking TRK2964047 update nahi ho raha, delivery date cross ho gayi. Seller bhi reply nahi kar raha.",Order_Not_Delivered,High,Call
Completely different product receive hua. Seller bhi reply nahi kar raha.,Wrong_Product,Low,Email
"Order ORD476288 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Seller bhi reply nahi kar raha.",Order_Not_Delivered,Medium,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Website
Invoice me extra charge add ho gaya. Order ORD922706. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Website
"Order ORD807144 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Seller bhi reply nahi kar raha.",Order_Not_Delivered,High,Website
Invoice me extra charge add ho gaya. Order ORD560259. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Email
App crash ho rahi hai payment ke time. Ref TRK6250224. App me tracking bhi galat show ho rahi hai.,App_Bug,High,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Email
Refund 10 din se pending hai.,Refund_Return,High,Email
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,Call
Promised date se 2 din late deliver hua. Support ko contact kiya but koi update nahi.,Late_Delivery,High,Website
App crash ho rahi hai payment ke time. Ref TRK7485823. Support ko contact kiya but koi update nahi.,App_Bug,Medium,Email
"Tracking TRK8306755 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD474261. Support ko contact kiya but koi update nahi.,Seller_Fraud,High,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD197903. App me tracking bhi galat show ho rahi hai.",Wrong_Product,High,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD690813.,Seller_Fraud,High,Website
Invoice me extra charge add ho gaya. Order ORD630040.,Billing_Invoice,High,Call
Promised date se 6 din late deliver hua.,Late_Delivery,High,Website
Completely different product receive hua.,Wrong_Product,High,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD761961.",Wrong_Product,Medium,Call
"Order ORD143293 ko 6 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Email
Express delivery li thi fir bhi delay hua. Refund bhi abhi tak process nahi hua.,Late_Delivery,Low,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Call
"Order ORD327070 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,App
Promised date se 7 din late deliver hua.,Late_Delivery,Low,Call
