complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP009670,"helo, app to chal rhi h but service quality weak hai 😑 plzz resolve this",Other,Negative,Medium,50% Hindi / 50% English
CMP009671,"urgent,  muujhe Surat se order kiya tha tracking TRK3454770 4 din se update nahi hua aur chat support me sirf bot hi bot hai, koi live agent nahi 199 rupaye ka order tha isko seriously lo...",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP009672,"urgent,  mujhe Ahmedabad se order kiya tha refund ke bina return close ho gaya 🥲 jaldi fix kro!",Return,Negative,Critical,55% Hindi / 45% English
CMP009673,"urgent, mujhe Surat se order kiya tha courier staff ne wrong address bolke return mark kar diya 599 rupaye ka order tha ⚠️ waiting for reply",Courier Experience,Negative,High,70% Hindi / 30% English
CMP009674,"dear team, mujhe Ahmedabad se order kiya tha app very slow hai especially checkout pe aur kisi ne update dene ki bhi zarurat nahi samjhi 999 rupaye ka order tha order no 392533 😭 isko seriously lo",App Performance,Negative,Medium,25% Hindi / 75% English
CMP009675,"kindly check, mujhe Ahmedabad se order kiya tha promo code invalid bol rha h though code sahi tha 1499 rupaye ka order tha 😑 jaldi fix kro",Coupon Issue,Negative,Medium,55% Hindi / 45% English
CMP009676,delivery  partner ka status confuse kar rha h 😤 waiting for reply,Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP009677,"madam,  gift pack expected tha but normal dirty box aaya tracking id TRK3572553 😤 isko seriously lo",Packaging,Negative,High,65% Hindi / 35% English
CMP009678,lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi tracking id TRK7926475 order no 724211 😭 ab kya karu!!,Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP009679,wallet offer claim nahi ho raha fir bhi parcel ka status 48 ghante se same hai ab kya karu,Cashback,Negative,Medium,45% Hindi / 55% English
CMP009680,"kindly check, colour aur variant totally alag nikla tracking id TRK3611880 😭 waiting for reply??",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP009681,"yrr, photo me jo tha usse bilkul different item aaya aur app pe jo dikhaya gaya tha wo reality se match nahi karta very disappointing",Wrong Product,Negative,High,55% Hindi / 45% English
CMP009682,"team, mujhe Patna se order kiya tha item out of stock dikh raha hai but ads me available still parcel ka status 48 ghante se same hai 🤦 isko seriously lo!!",Stock Issue,Negative,Low,35% Hindi / 65% English
CMP009683,mujhe  Ahmedabad se order kiya tha reward points vanish ho gaye fir bhi order summary aur actual item me mismatch hai 1299 rupaye ka orer tha need immediate help?,Cashback,Negative,Low,55% Hindi / 45% English
CMP009684,"recieved  item was cracked, packaging bhi weak thi 😭 waiting for reply?",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP009685,"hello, courier wale baar baar reschedule kar rahe h still order summary aur actual item me mismatch hai order no 997880 plzz resolve this!!",Delivery Delay,Negative,High,60% Hindi / 40% English
CMP009686,"urgent,  customer care par call kiya but koi response nahi orrder no 166792 ☹️ plz expedite",Customer Support,Negative,High,70% Hindi / 30% English
CMP009687,"urgent,  mujhe Raipur se order kiya tha account lock ho gaya bina reason tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta 😤 hope you understaur??",Account/Login,Negative,High,40% Hindi / 60% English
CMP009688,cashback promise hua tha but credit nahi hua fir bhi order summary aur actual item me mismatch hai ab kya karu!!,Cashback,Negative,Low,55% Hindi / 45% English
CMP009689,mujhe  Surat se order kiya tha chat bot same reply copy-paste kar rha h 399 rupaye ka order tha 😤 need immediate help!!,Customer Support,Negative,Medium,70% Hindi / 30% English
CMP009690,"madam,  mujhe Gurgaon se order kiya tha support sirf wait bol rha h aur issue solve nahi lekin details me bola tha original quality, par aisa laga local copy h 💔 isko seriously lo...",Refund,Negative,High,55% Hindi / 45% English
CMP009691,original product ka naam tha but duplicate nikla 299 rupaye ka order tha order no 494378 🙄 waiting for reply,Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP009692,"sir, mujhe Mumbai se order kiya tha same tracking number pe multiple parcels dikh rahe hain and parcel ka status 48 ghante se same hai 1499 rupaye ka order tha order no 104254 😤 very disappointing",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP009693,"dear  team, message karne pe seller reply hi nahi karta but app pe jo dikhaya gaya tha wo reality se match nahi karta 😡 plzz resolve this?",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP009694,"dear team, saved item open karte hi disappear ho jata h 🤦 thanks but no thanks",Wishlist,Neutral,Medium,35% Hindi / 65% English
CMP009695,mujhe Indore se order kiya tha packing opened lag rahi thi aur item गायब tha tracking id TRK3599853 😑 plzz resolve this,Missing Item,Negative,High,65% Hindi / 35% English
CMP009696,return request T15227 3 din se pending padi hai 299 rupaye ka order tha oder no 841229 🙄 very disappointing!,Return,Negative,Critical,65% Hindi / 35% English
CMP009697,"bhai, wishlist me add to ho gaya but sync nahi hua tab bhi details me bola tha original quality, par aisa laga local copy h thanks but no thanks",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP009698,"plz help, mujhe Bhopal se order kiya tha search results load hi nahi hote lekin chat support me sirf bot hi bot hai, koi live agent nahi order no 220168 thanks but no thanks",App Bug,Negative,High,35% Hindi / 65% English
CMP009699,"bhai, gift pack expected tha but nrmal dirty box aaya ⚠️ thanks but no thanks",Packaging,Negative,Medium,55% Hindi / 45% English
CMP009700,"hello, email verify nahi ho raha lekin kisi ne udate dene ki bhi zarurat nahi samjhi plz expedite",Account/Login,Negative,High,40% Hindi / 60% English
CMP009701,"team,  mujhe Ranchi se order kiya tha accessories missing the, charger aur cable dono nahi mile tab bhi chat support me sirf bot hi bot hai, koi live agent nahi 599 rupaye ka order tha tracking id TRK6454932 😭 hope you understaur",Missing Item,Negative,High,65% Hindi / 35% English
CMP009702,mujhe Lucknow se order kiya tha delivery date cross ho gaya but parcel kuch nahi aya 🤦 ab kya karu,Delivery Delay,Negative,High,60% Hindi / 40% English
CMP009703,"madam, parcels haurle bahut rough tarike se hote h 😑 jaldi fix kro",Courier Experience,Negative,High,70% Hindi / 30% English
CMP009704,"urgent, screen pe scratch hai aur corner dent hai lekin details me bola tha original quality, par aisa laga local copy h tracking id TRK1530903 💔 jaldi fix kro!",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP009705,bottle leak ho rahi thi aur sab gaanda ho gaya aur maine 2 baar complaint raise kiya but same canned reply mil rha h tracking id TRK9751611 plzz resolve this,Damaged Product,Negative,High,60% Hindi / 40% English
CMP009706,"hello,  coupon apply kiya tha but checkout pe vanish ho gaya still maine 2 baar complaint raise kiya but same canned reply mil rha h tracking id TRK2256092 waiting for reply",Coupon Issue,Negative,Low,45% Hindi / 55% English
CMP009707,"kindly check, customer care par call kiya but koi response nahi aur parcel ka status 48 ghante se same hai tracking id TRK2126709 jaldi fix kro",Customer Support,Negative,Medium,50% Hindi / 50% English
CMP009708,"bhai, mujhe Nagpur se order kiya tha mujhe jacket order kiya tha par cap bhej diya fir bhi chat support me sirf bot hi bot hai, koi live agent nahi 599 rupaye ka order tha order no 471768 💔 isko seriously lo",Wrong Product,Negative,High,45% Hindi / 55% English
CMP009709,"urgent,  cashback pending bahut long time se hai and parcel ka status 48 ghante se same hai waiting for rely",Cashback,Negative,Medium,45% Hindi / 55% English
CMP009710,"plz look into, mujhe Raipur se order kiya tha card charge hua but app me failed dikha rha h but order summary aur actual item me mismatch hai isko seriously lo",Payment Issue,Negative,Critical,60% Hindi / 40% English
CMP009711,"plz  look into, mujhe Delhi se order kiya tha refund 1999 ka promise kiya tha but abhi tak nahi aaya tab bhi maine 2 baar complaint raise kiya but same canned reply mil rha h order no 266639 ⚠️ isko seriously lo",Refund,Negative,Critical,55% Hindi / 45% English
CMP009712,"team, mujhe Pune se order kiya tha otp aa hi nahi raha order no 629717 waiting for reply",Account/Login,Negative,High,40% Hindi / 60% English
CMP009713,"kindly check, cancel button kaam hi nahi kar raha 😭 jaldi fix kro",Subscription,Negative,Critical,35% Hindi / 65% English
CMP009714,"plz help, dispatch bahut late kiya aur update bhi nahi diya aur parcel ka status 48 ghhante se same hai waiting for reply",Seller Complaint,Negative,High,50% Hindi / 50% English
CMP009715,"hello, mujhe Indore se order kiya tha pickup code generate hi nahi hua waiting for reply...",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP009716,"yrr, mujhe Jaipur se order kiya tha exchange request me size change nahi ho raha lekin details me bola tha original quality, par aisa laga local copy h order no 273636 hope you understaur",Exchange,Negative,Medium,55% Hindi / 45% English
CMP009717,"bhai, app very slow hai especially checkout pe tab bhi maine 2 baar complaint raise kiya but same canned reply mil rha h 🥲 need immediate help",App Performance,Negative,High,25% Hindi / 75% English
CMP009718,"team, support sirf wait bol rha h aur issue solve nahi still ordeer summary aur actual item me mismatch hai order no 755077 🤦 jaldi fix kro",Refund,Negative,Critical,55% Hindi / 45% English
CMP009719,"madm, delivery partner ka status confuse kar rha h fir bhi order summary aur actual item me mismatch hai 1299 rupaye ka oder tha isko seriously lo",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP009720,"plz help, mujhe Noida se order kiya tha original product ka naam tha but duplicate nikla tracking id TRK7808010 😤 very disappointing",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP009721,"urgent, search bar typo ignore nahi karta aur no result de deta h lekin order summay aur actual item me mismatch hai 🥲 thanks but no thanks??",Search/Filter,Negative,Low,35% Hindi / 65% English
CMP009722,reward points vanish ho gaye aur kisi ne update dene ki bhi zarurat nahi samjhi 2499 rupaye ka order tha 😡 please expedite??,Cashback,Negative,Low,45% Hindi / 55% English
CMP009723,"kindly  check, pages load hone me bahut time lagta hai and order summary aur actual item me mismatch hai jaldi fix kro",App Performance,Negative,Medium,30% Hindi / 70% English
CMP009724,"urgent, mujhe Indore se order kiya tha pickup slot aaya but rider ne cancel kar diya need immediate help...",Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP009725,"urgent, seller ne used item ship kar diya tab bhi parcel ka status 48 ghante se same hai plz expedite",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP009726,"plz  help, tracking TRK8620898 4 din se update nahi hua aur app pe jo dikhaya gaya tha wo reality se match nahi karta order no 844781 😤 ab kya karu!!",Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP009727,"team,  mujhe Surat se order kiya tha dispatch bahut late kiya aur update bhi nahi diya lekin order summary aur actual item me mismatch hai 🥲 plzz resolve this",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP009728,"dear team, pages load hone me bahut time lagta hai tab bhi order summary aur actual item me mismatch hai 1499 rupaye ka order tha isko seriously lo...",App Performance,Negative,High,25% Hindi / 75% English
CMP009729,"yrr,  cashback offer terms clear nahi the aur mera time aur paisa dono waste hua 799 rupaye ka order tha 😒 very disappointing...",Coupon Issue,Negative,Low,45% Hindi / 55% English
CMP009730,"plz look into, old item bheja aur naya wala delay kar diya still order summary aur actual item me mismatch hai 499 rupaye ka order tha order no 134487 😡 plz expedite...",Exchange,Negative,Medium,60% Hindi / 40% English
CMP009731,"dear team, order me phone case missing tha 399 ruupaye ka order tha jaldi fix kro",Missing Item,Negative,High,65% Hindi / 35% English
CMP009732,"kindly check, overall experience bahut inconsistent raha but parcel ka status 48 ghante se same hai order no 512890 need immediate help",Other,Negative,High,60% Hindi / 40% English
CMP009733,"yrr, wallet me refund show ho rha but bank me kuch nahi aur chat support me sirf bot hi bot hai, koi live agent nahi 199 rupaye ka order tha order no 465718 plz expedite",Refund,Negative,High,55% Hindi / 45% English
CMP009734,"dear  team, seller ne used item ship kar diya and mera time aur paisa dono waste hua 599 rupaye ka oder tha isko seriously lo",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP009735,"sir,  courier staff ne wrong address bolke return mark kar diya still maine 2 baar complaint raise kiya but same canned reply mil rha h tracking id TRK7594754 please expedite!",Courier Experience,Negative,High,60% Hindi / 40% English
CMP009736,"madam, replacement item bhi same issue ke saath aaya ab kya karu",Exchange,Negative,Medium,60% Hindi / 40% English
CMP009737,"madam, gift pack expected tha but normal dirty box aaya ab kya karu",Packaging,Negative,Medium,65% Hindi / 35% English
CMP009738,muujhe  Delhi se order kiya tha combo pack me sirf half cheezein aayi order no 904810 hope you understaur...,Missing Item,Negative,High,65% Hindi / 35% English
CMP009739,"bhai,  app v3.2.1 pe baar baar crash ho rha h 299 rupaye ka order tha tracking id TRK3948839 order no 400294 very disappointing",App Bug,Negative,Medium,35% Hindi / 65% English
CMP009740,"kindly check, search results bilkul raurom aa rahe hain aur kisi ne update dene ki bhi zarurat nahi samjhi ab kya karu",Search/Filter,Negative,Low,35% Hindi / 65% English
CMP009741,"dear team, combo pack me sirf half cheezein aayi lekin order summary aur actual item me mismatch hai 499 rupaye ka order tha ☹️ need immedite help...",Missing Item,Negative,Critical,65% Hindi / 35% English
CMP009742,email verify nahi ho raha order no 360736 😒 plz expedite,Account/Login,Negative,Medium,30% Hindi / 70% English
CMP009743,"madam, address correct tha fir bhi pickup miss ho gaya still delivery boy ne call bhi nahi kiya tracking id TRK3854003 😤 plzz resolve this??",Return Pickup,Negative,High,60% Hindi / 40% English
CMP009744,"kindly check, amount 799 cut hua but transaction history me mismatch hai and chat support me sirf bot hi bot hai, koi live agent nahi 799 rupaye ka order tha order no 912303 jaldi fix kro",Payment Issue,Negative,High,60% Hindi / 40% English
CMP009745,"sir, mujhe Noida se order kiya tha cashback offer terms clear nahi the aur delivery boy ne call bhi nahi kiya isko seriously lo",Coupon Issue,Negative,High,55% Hindi / 45% English
CMP009746,"kindly check, cashback promise hua tha but credit nahi hua jaldi fix kro",Cashback,Negative,Low,45% Hindi / 55% English
CMP009747,"kindly  check, mujhe Ranchi se order kiya tha parcels haurle bahut rough tarike se hote h 1999 rupaye ka order tha order no 387798 😡 jaldi fix kro",Courier Experience,Negative,High,60% Hindi / 40% English
CMP009748,"kindly  check, mujhe Raipur se order kiya tha seal proper nahi tha 3499 rupaye ka order tha waiting for reply??",Packaging,Negative,Low,55% Hindi / 45% English
CMP009749,"sir,  lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi fir bhi parcel ka status 48 ghante se same hai 🥲 plzz resolve this?",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP009750,"dear team, return pickup 2 baar reschedule hui tab bhi details me bola tha original quality, par aisa laga local copy h 💔 very disappointing?",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP009751,wishlist  suggestions irrelevant aa rahi hain lekin kisi ne update dene ki bhi zarurat nahi samjhi 599 rupaye ka order tha thanks but no thanks!,Wishlist,Neutral,Medium,35% Hindi / 65% English
CMP009752,"yrr,  received item was cracked, packaging bhi weak thi still mera time aur paisa dono waste hua 799 rupaye ka order tha 😭 plzz resolve this",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP009753,"sir, mujhe Surat se order kiya tha invoice me 2 items the but parcel me 1 hi mila jaldi fix kro",Missing Item,Negative,High,65% Hindi / 35% English
CMP009754,"kindly check, cashback promise hua tha but credit nahi hua need immediate help??",Cashback,Negative,Medium,55% Hindi / 45% English
CMP009755,"kindly  check, product mismatch hai aur seller ne ignore kar diya and details me bola tha original quality, par aisa laga local copy h please expedite",Wrong Product,Negative,High,45% Hindi / 55% English
CMP009756,"suport, delivery aur app sab ek sath problem kar rahe h lekin chat support me sirf bot hi bot hai, koi live agent nahi 3499 rupaye ka order tha tracking id TRKK3361422 hope you understand?",Other,Negative,High,60% Hindi / 40% English
CMP009757,"kindly check, mujhe Surat se order kiya tha courier staff ne wrong address bolke return mark kar diya lekin maine 2 baar complaint raise kiya but same canned reply mil rha h 399 rupaye ka order tha tracking id TRK3306345 order no 139429 🥲 very disappointing...",Courier Experience,Negative,Medium,60% Hindi / 40% English
CMP009758,mujhe Noida se order kiya tha return request T63214 3 din se pending padi hai tab bhi kisi ne update dene ki bhi zarurat nahi samjhi 🙄 hope you understaur!!,Return,Negative,Critical,55% Hindi / 45% English
CMP009759,mujhe Srat se order kiya tha notify me click kiya tha but kabhi update nahi aaya aur app pe jo dikhaya gaya tha wo reality se match nahi krta 😑 plzz resolve this,Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP009760,search bar typo ignore nahi karta aur no result de deta h ☹️ thanks but no thanks,Search/Filter,Negative,Low,35% Hindi / 65% English
CMP009761,membership auto-renew ho gayi bina permission aur delivery boy ne call bhi nahi kiya tracking id TRK9836082 💔 isko seriously lo,Subscription,Negative,High,35% Hindi / 65% English
CMP009762,"team, account lock ho gaya bina reason and order summary aur actual item me mismatch hai tracking id TRK2586042 order no 147675 😤 thanks but no thanks?",Account/Login,Negative,Medium,30% Hindi / 70% English
CMP009763,saved  item open karte hi disappear ho jata h 399 rupaye ka order tha ab kya karu,Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP009764,"bhai,  wishlist suggestions irrelevant aa rahi hain and parcel ka status 48 ghante se same hai ⚠️ ab kya karu",Wishlist,Neutral,Low,35% Hindi / 65% English
CMP009765,"dear team, customer care par call kiya but koi response nahi still chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK3886843 order no 777918 hope you understand",Customer Support,Negative,Medium,50% Hindi / 50% English
CMP009766,"sir,  order process me multiple small issues aa rahe hain still chat support me sirf bot hi bot hai, koi live agent nahi 499 rupaye ka order tha 😑 hope you understand!!",Other,Negative,Medium,50% Hindi / 50% English
CMP009767,"madam, mujhe Surat se order kiya tha colour aur variant totally alag nikla plzz resolve this",Wrong Product,Negative,Medium,55% Hindi / 45% English
CMP009768,"yrr,  accessories missing the, charger aur cabble dono nahi mile fir bhi delivery boy ne call bhi nahi kiya plzz resolve this??",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP009769,"sir, mujhe Lucknow se order kiya tha accessories missing the, charger aur cable dono nahi mile tracking id TRK66693864 plzz resolve this",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP009770,"kindly  check, order 467568 18 din se pending h 3499 rupaye ka order tha tracking id TRK1581522 🤦 jaldi fix kro",Delivery Delay,Negative,High,60% Hindi / 40% English
CMP009771,wallet offer claim nahi ho raha but app pe jo dikhaya gaya tha wo reality se match nahi karta tracking id TRK9903068 need immediate help!,Cashback,Negative,Medium,55% Hindi / 45% English
CMP009772,shipment  TRK5035508 abhi tak move hi nahi hua very disappointing,Delivery Delay,Negative,Medium,70% Hindi / 30% English
CMP009773,"yrr, received item was cracked, packaging bhi weak thi lekin app pe jo dikhaya gaya tha wo reality se match nahi karta very disappointing",Damaged Product,Negative,High,60% Hindi / 40% English
CMP009774,"plz help, mujhe Jaipur se order kiya tha order me fan missing tha tab bhi chat support me sirf bot hi bot hai, koi live agent nahi 2499 rupaye ka order tha tracking id TRK2049309 order no 996588 💔 very disappointing??",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP009775,"plz  help, message karne pe seller reply hi nahi karta fir bhi details me bola tha original quality, par aisa laga local copy h order no 804027 hope you understaur",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP009776,"bhai, mujhe Bhopal se order kiya tha promo code invaliid bol rha h though code sahi tha aur chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK6305949 🙄 waiting for reply",Coupon Issue,Negative,Low,55% Hindi / 45% English
CMP009777,"hello, mujhe Mumbai se order kiya tha order 988612 12 din se pending h thanks but no thanks",Delivery Delay,Negative,High,75% Hindi / 25% English
CMP009778,mujhe Bhopal se order kiya tha wishlist suggestions irrelevant aa rahi hain 299 rupae ka order tha 🙄 plz expedite,Wishlist,Neutral,Low,35% Hindi / 65% English
CMP009779,cashback promise hua tha but credit nahi hua tab bhi parcel ka status 48 ghante se same hai tracking id TRK3582075 😤 jaldi fix kro?,Cashback,Negative,Low,55% Hindi / 45% English
CMP009780,"bhai, sort by price work nahi kar raha 599 rupaye ka order tha waiting for reply",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP009781,"package me smell aa rahi thi aur sab messy tha fir bhi chat support me sirf bot hi bot hai, koi live agent nahi ⚠️ jaldi fix kro",Packaging,Negative,Medium,65% Hindi / 35% English
CMP009782,"dear  team, wishlist suggestions irrelevant aa rahi hain lekin mera time aur paisa dono waste hua tracking id TRK1624772 plz expedite",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP009783,"yrr, mujhe Patna se order kiya tha wallet me refund show ho rha but bank me kuch nahi waiting for reply",Refund,Negative,High,65% Hindi / 35% English
CMP009784,"hello, search results bilkul raurom aa rahe hain but kisi ne update dene ki bhi zarurat nahi samjhi 3499 rupaye ka order tha order no 268499 thanks but no thanks...",Search/Filter,Negative,Low,40% Hindi / 60% English
CMP009785,"team, mujhe Gurgaon se order kiya tha estimated date baar baar badal raha hai but app pe jo dikhaya gaya tha wo reality se match nahi karta order no 283613 thanks but no thanks",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP009786,trial end hone ke baad extra charge cut hua aur delivery boy ne call bhi nahi kiya order no 634686 💔 please expeedite!,Subscription,Negative,Critical,45% Hindi / 55% English
CMP009787,"team,  mujhe sweatshirt order kiya tha par perfume bhej diya but kisi ne update dene ki bhi zarurat nahi samhi 😑 jaldi fix kro?",Wrong Product,Negative,High,55% Hindi / 45% English
CMP009788,"dear  team, exchange approved tha but courier ne pickup refuse kar diya 🥲 jaldi fix kro??",Exchange,Negative,High,60% Hindi / 40% English
CMP009789,"urgent,  mujhe Indore se order kiya tha otp aa hi nahi raha tab bhi chat support me sirf bot hi bot hai, koi live agent nahi 🤦 plzz resolve this",Account/Login,Negative,High,40% Hindi / 60% English
CMP009790,"madam, colour aur variant totally alag nikla tab bhi parcel ka status 48 ghante se same hai 399 rupaye ka order tha order no 829623 hope you understaur",Wrong Product,Negative,High,55% Hindi / 45% English
CMP009791,"urgent, mujhe Surat se order kiya tha support, delivery aur app sab ek sath problem kar rahe h but order summary aur actual item me mismatch hai 1999 rupaye ka order tha 🥲 hope you understaur??",Other,Negative,Low,50% Hindi / 50% English
CMP009792,email  verify nahi ho raha thanks but no thanks,Account/Login,Negative,Medium,30% Hindi / 70% English
CMP009793,"bhai, mujhe Patna se order kiya tha sort by price work nahi kar raha fir bhi app pe jo dikhaya gaya tha wo reality se match nahi karta 😤 hope you understaur",Search/Filter,Negative,Low,40% Hindi / 60% English
CMP009794,"madam, packinng opened lag rahi thi aur item गायब tha fir bhi maine 2 baar complaint raise kiya but same canned reply mil rha h order no 447199 thanks but no thanks",Missing Item,Negative,High,65% Hindi / 35% English
CMP009795,"urgent, message karne pe seller reply hi nahi karta and order summary aur actual item me mismatch hai order no 805062 🙄 very disappointing...",Seller Complaint,Negative,Critical,50% Hindi / 50% English
CMP009796,order  923546 9 din se pending h aur mera time aur paisa dono waste hua 😑 hope you understaur,Delivery Delay,Negative,High,75% Hindi / 25% English
CMP009797,"hello, coupon lagate hi page freeze ho jata h aur delivery boy ne call bhi nahi kiya ab kya karu!",App Bug,Negative,Medium,25% Hindi / 75% English
CMP009798,"dear team, message karne pe seller reply hi nahi karta tab bhi parcel ka status 48 ghante se same hai isko seriously lo",Seller Complaint,Negative,High,50% Hindi / 50% English
CMP009799,"urrgent,  item out of stock dikh raha hai but ads me available but order summary aur actual item me mismatch hai trakng id TRK4113962 plz expeddite",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP009800,"bhai, reverse pickup schedule hua tha but no show tab bhi orer summary aur actual item me mismatch hai order no 742951 😤 jaldi fix kro",Return,Negative,High,55% Hindi / 45% English
CMP009801,"plz help, mujhe Mumbai se order kiya tha wallet me refund show ho rha but bank me kuch nahi 😤 ab kya karu",Refund,Negative,Critical,55% Hindi / 45% English
CMP009802,mujhe Pune se order kiya tha app 603 pe baar baar crash ho rha h lekin mera time aur paisa dono waste hua tracking id TRK9349089 ☹️ isko seriously lo,App Bug,Negative,Critical,35% Hindi / 65% English
CMP009803,"please  look into, address correct tha fir bhi pickup miss ho gaya lekin maine 2 baar complaint raise kiya but same canned reply mil rha h 💔 waiting for reply",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP009804,exchange request me size change nahi ho raha and order summary aur actual item me mismatch hai order no 412198 jldi fix kro??,Exchange,Negative,Medium,55% Hindi / 45% English
CMP009805,"urgent, mujhe Jaipur se order kiya tha return approve karne me itna time kyu lag rha h but app pe jo dikhaya gaya tha wo reality se match nahi karta please expedite",Return,Negative,High,55% Hindi / 45% English
CMP009806,"bhai, mujhe Raipur se order kiya tha wishlist suggestions irrelevant aa rahi hain fir bhi parcel ka status 48 ghante se same hai 799 rupaye ka order tha hope you understand!!",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP009807,"bhai, coupon lagate hi page freeze ho jata h aur parcel ka status 48 ghante se same hai 399 rupaye ka order tha tracking id TRK6776619 thanks but no thanks",App Bug,Negative,Critical,35% Hindi / 65% English
CMP009808,"bhai, mujhe Ranchi se order kiya tha otp aa hi nahi raha aur details me bola tha original quality, par aisa laga local copy h tracking id TRK9152926 order no 676101 🙄 need immediate help??",Account/Login,Negative,High,40% Hindi / 60% English
CMP009809,"team, order process me multiple small issues aa rahe hain lekin details me bola tha original quality, par aisa laga local copy h 199 ruppaye ka order tha order no 600093 plz expedite!",Other,Negative,Medium,60% Hindi / 40% English
CMP009810,"madam, OTP mangne se pehle hi status update kar diya but chat support me sirf bot hi bot hai, koi live agent nahi 799 rupaye ka order tha order no 871710 🙄 thanks but no thanks?",Courier Experience,Negative,High,60% Hindi / 40% English
CMP009811,"plz heelp, estimated date baar baar badal raha hai 🤦 please expedite",Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP009812,"mujhe Gurgaon se order kiya tha MRP aur billed amount me difference hai but details me bola tha original quality, par aisa laga local copy h 💔 isko seriously lo!",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP009813,"urgent, card charge hua but app me failed dikha rha h but order summary aur actual item me mismatch hai very disappointing!",Payment Issue,Negative,High,50% Hindi / 50% English
CMP009814,"sir,  return request T33730 3 din se pending padi hai still order summary aur actual item me mismatch hai 1299 rupaye ka order tha 🥲 very disappointing!!",Return,Negative,Critical,65% Hindi / 35% English
CMP009815,"madam, courier staff ne wrong address bolke return mark kar diya still parcel ka status 48 ghante se same hai ab kya karu!",Courier Experience,Negative,High,60% Hindi / 40% English
CMP009816,original product ka naam tha but duplicate nikla tab bhi delivery boy ne call bhi nahi kiya 😡 isko seriously lo...,Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP009817,"urgent, size M ke jagah galat size bhej diya lekin maine 2 baar complaint raise kiya but same canned reply mil rha h 😑 jaldi fix kro",Wrong Product,Negative,High,45% Hindi / 55% English
CMP009818,"team, mujhe Ahmedabad se order kiya tha reverse pickup schedule hua tha but no show aur delivery boy ne call bhi nahi kiya 🤦 plzz resolve this!!",Return,Negative,Critical,65% Hindi / 35% English
CMP009819,"app v3.2.1 pe baar baar crash ho rha h but details me bola tha original quality, par aisa laga local copy h plz expedite?",App Bug,Negative,Critical,35% Hindi / 65% English
CMP009820,"dear team, mujhe Patna se order kiya tha trial end hone ke baad extra charge cut hua tab bhi order summary aur actual item me mismatch hai jaldi fix kro??",Subscription,Negative,High,45% Hindi / 55% English
CMP009821,"plz help, mujhe Delhi se order kiya tha cart update karte time app hang ho jati hai but kisi ne update dene ki bhi zarurat nahi samjhi 2499 rupaye ka order tha 😒 thanks but no thanks",App Bug,Negative,High,25% Hindi / 75% English
CMP009822,"yrr, return approve karne me itna time kyu lag rha h but chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK4756143 order no 352924 jaldi fix kro!!",Return,Negative,Critical,55% Hindi / 45% English
CMP009823,"bhai, search results bilkul random aa rahe hain lekin kisi ne update dene ki bhi zarurat nahi samjhi 199 rupaye ka order tha tracking id TRK7707189 ab kya karu",Search/Filter,Negative,Low,35% Hindi / 65% English
CMP009824,seal proper nahi tha thanks but no thanks?,Packaging,Negative,Low,65% Hindi / 35% English
